# Generated test vector for ALU-32-BIT.
A[32] B[32] Op[4] Sa[5] C[32] V
2518738954 2969539593 10 8 1193311251 1
1550577888 862479326 5 25 0 0
3483866497 3708057157 14 15 -224190660 0
360233959 3097186829 2 0 0 0
2797524946 1609114124 6 16 4183291358 0
1732981263 2140204917 13 5 4062047904 0
1152935964 3070648776 7 22 138516003 0
1424491339 3438607874 14 11 -2014116535 1
1494681525 1776801700 14 3 -282120175 0
3797408458 2643175199 2 23 1 0
3994494069 3366587261 2 24 1 0
203587743 2308248086 9 22 134217750 0
3160950562 3134392672 10 10 2000375938 1
2340353022 2732453903 10 25 777839629 1
3838123218 492730903 8 19 4259282647 0
1304215689 2005591534 12 21 3183476736 0
839566305 393940610 14 23 445625695 0
3099906696 2343498361 15 13 756408335 0
2501530535 883925372 5 12 0 0
3963157752 3157301259 14 9 805856493 0
1228132404 1707178093 6 22 754100313 0
4229581755 492138180 13 30 0 0
3603346999 922161726 1 11 450274 0
2021317766 297881981 14 25 1723435785 0
1155739363 2562994192 12 21 33554432 0
2164181515 519027455 14 21 1645154060 1
1321757186 3531453112 6 2 2629163194 0
2042570202 2888809226 2 23 0 0
3384921396 3289703113 6 23 232075261 0
2871238084 2307943700 6 21 582217936 0
92581831 882519770 9 20 75509442 0
1292007850 620527306 1 11 302991 0
4212949030 1791638453 2 6 1 0
3439496951 1936785558 14 16 1502711393 1
2566357103 2405639388 1 19 4294963692 0
4053296118 1293805338 3 23 0 0
3128397576 3015879164 7 18 1141395459 0
111057009 88496518 2 28 0 0
2775845786 1363900744 14 0 1411945042 1
1599070698 1870290001 13 3 2077418120 0
3562816366 40250330 0 8 157227 0
1600022383 1209132687 10 15 -1485812226 1
3747584726 3382580702 4 15 1 0
2871032209 661220876 7 12 1352040546 0
2808266895 3943189777 8 8 4016754079 0
1746878799 1974582532 4 12 1 0
4010321183 2575074271 4 19 1 0
2081118997 652915824 5 28 0 0
1791205177 3047448045 2 29 0 0
4243319035 3095301674 5 10 0 0
1670243072 3689494100 1 1 3992230698 0
1059513456 831806169 3 0 1 0
3791758648 2638473230 13 14 4194533376 0
2397815488 108384758 14 26 -2005536566 0
639420665 669144050 6 8 33463051 0
1934425697 433412542 8 18 2078146559 0
3863971557 4033311018 0 24 240 0
3790249833 731766156 4 9 1 0
2891483608 1426705768 6 18 4182852784 0
527486390 1913529154 3 9 1 0
1182348463 659872483 7 7 2558656784 0
1217126631 3663266877 3 16 1 0
3550129307 4033329575 7 6 201343552 0
2138476840 3303545893 1 19 4294965405 0
3583587581 2754204271 13 14 1956364288 0
2468477297 3982798873 12 16 2954428416 0
1960328724 3992723360 10 13 1658084788 0
3798490745 3473259209 11 26 -1318184638 0
79941263 1441182150 3 16 1 0
1883381057 416509126 7 19 2267841080 0
502669317 27468357 3 31 1 0
1395243464 3871613901 5 24 0 0
1471942076 3842828346 0 3 480353543 0
2347430656 1449022602 4 12 1 0
1700043520 935486730 3 18 1 0
2213485346 1066247998 13 0 1066247998 0
4084149685 1854534142 13 27 4026531840 0
1718329419 1895590262 5 9 0 0
576978784 43442786 11 10 620421570 0
361838311 4090401236 14 9 566404371 0
1392513962 318722468 7 9 2885725265 0
50169489 387845619 10 23 438015108 0
409622605 505726246 9 14 404766724 0
2710730823 3662425714 11 11 2078189241 1
4184250032 3922653458 8 9 4193187762 0
4281439047 4108402885 4 5 1 0
2213877196 2950896548 10 21 869806448 1
1846843665 1787890598 5 13 0 0
305101977 28097139 14 28 277004838 0
277599151 3192572462 14 16 1379993985 0
3550346696 1186049286 2 1 1 0
2634854552 3468396689 10 13 1808283945 1
3806350498 1790891005 7 23 352395264 0
819413823 4265177898 6 14 3471716373 0
3856303761 1152893805 15 21 -1591557340 0
2163976689 261211212 6 22 2406116797 0
3519391742 2684474998 5 29 0 0
867905936 1477946054 15 13 -610040118 0
1837863418 1909772278 14 19 -71908860 0
2663116186 2580037763 8 19 2684087707 0
3093083469 47479577 7 11 1159921826 0
2220456937 2751664031 11 15 677153672 1
672141846 3231315389 10 5 -391510061 0
2984157392 3741192015 7 7 86048 0
3591754091 3679838215 15 4 -88084124 0
1546321559 2053959246 12 27 1879048192 0
1659531982 1336558483 1 1 668279241 0
3153670395 2324499306 2 11 1 0
2979644611 1264461714 9 10 18351234 0
3368253358 2397455377 13 9 3431473664 0
469586980 951616564 11 23 1421203544 0
2537916485 1629754480 3 4 0 0
216208581 2781646564 11 30 -1297112151 0
3582814745 2136790623 14 29 1446024122 1
3709609904 4109050590 15 28 -399440686 0
2873516039 1614829131 8 0 3947263567 0
936276241 1659295594 11 9 -1699395461 1
524798420 958595957 2 14 0 0
2575200323 45864893 9 22 3821569 0
241991393 4026751870 13 0 4026751870 0
84271844 9504786 4 16 1 0
3574364025 2599606066 2 2 1 0
2233938841 1670640089 3 1 0 0
419609375 2602573397 6 14 2183308618 0
463928187 1172984423 14 28 -709056236 0
614850457 144205315 4 3 1 0
19669332 3097977779 1 13 4294821179 0
3645178392 463290186 13 26 671088640 0
4238996472 1930769438 7 4 4327425 0
1165746984 3261547512 5 21 0 0
2181194120 1036791209 1 21 494 0
3276575128 3151035990 2 18 1 0
2841534012 3818274169 6 4 1254646597 0
734645661 1250564386 9 12 176687360 0
2536105946 1968372804 3 31 0 0
4045511005 3378295560 12 12 3408953344 0
1941092040 1186603069 0 8 4635168 0
2287600530 1638569324 13 25 3623878656 0
2920859214 1455582985 3 0 0 0
1027745331 2126182285 3 16 1 0
3723251533 3911666366 0 21 1865 0
483678340 1575314013 6 12 1093745369 0
1289282189 1339901439 12 22 2143289344 0
3579269267 363627112 10 25 -352070917 0
1675792864 4020770502 4 16 1 0
602392177 2838838375 0 2 709709593 0
372868020 2552512122 6 19 2384313806 0
1105021132 3544737911 0 2 886184477 0
1824752961 3181211334 14 21 -1356458373 1
2126296232 3094295258 7 28 16795909 0
1046139663 2931463347 7 3 1090857024 0
318212288 2898050586 10 19 -1078704422 0
14577642 2030754905 6 25 2043982771 0
5585911 1615345507 1 31 0 0
611964371 490907220 3 28 1 0
751155690 2811469882 12 15 3491561472 0
2572194110 4103704225 9 12 2417000480 0
4034605360 3891903368 15 3 142701992 0
2073057785 1616375580 0 6 25255868 0
2249618123 2290570578 3 18 0 0
293592020 3539009164 0 5 110594036 0
746693114 2924999677 12 2 3110064116 0
4100311944 3942948478 6 14 526472694 0
4129862629 89745884 14 0 -254850551 0
31562271 2564379334 5 31 0 0
3032035420 1353651248 3 25 0 0
2372152730 2069576326 0 24 123 0
3317287620 1611064790 9 17 1073791172 0
1592851823 4191754721 5 16 0 0
3678110796 3723533932 5 4 0 0
1365881714 1765132094 12 10 3608999936 0
3909258731 1560697876 6 13 3020214783 0
2540878633 1980234534 2 16 1 0
3663880395 652791181 2 9 1 0
3884177206 2537320201 6 0 1891612735 0
2286754314 3471190679 2 22 1 0
770095561 446553822 10 20 1216649383 0
806220989 2035613576 10 20 -1453132731 1
1734551383 940041372 8 25 2137515999 0
209330661 812406143 13 21 2950692864 0
1180306011 1656902011 8 17 1725586299 0
1044300592 2379839739 15 29 -1335539147 1
4107776963 4280041364 1 30 4294967295 0
3516351734 2761187869 14 14 755163865 0
755105602 3113400158 11 18 -426461536 0
810846783 846702952 11 29 1657549735 0
1359011478 979453305 2 7 0 0
2685450541 3023061945 8 5 3023109053 0
1885650424 4063755770 14 24 2116861950 0
2154609442 2310908165 8 31 2315107111 0
3274517632 503947210 13 8 161466880 0
3211187438 1624803533 10 20 541023675 0
529223794 3413509397 13 5 1858118304 0
1491475969 1785826673 5 9 0 0
635008637 2943484153 0 18 11228 0
2887378673 3751896912 3 7 0 0
2982442106 310002530 5 19 0 0
41913069 3504408015 7 15 755003408 0
1199979353 3426129152 10 8 331141209 0
3893144160 3401059997 11 3 -1295730435 0
106752445 66861635 12 13 2269667328 0
3595620492 2699922466 5 17 0 0
244524878 2283218712 10 1 -1767223706 0
2501690904 2261381514 6 28 332740498 0
3089940133 2157022662 4 20 1 0
3122074238 2034253194 13 16 1032454144 0
2497876014 3669352834 11 30 1872261552 1
247623610 1595801470 1 25 47 0
1223308576 2146301246 12 27 4026531840 0
4132450170 2372835596 12 22 1124073472 0
829099694 2207504167 4 16 1 0
4006765973 140374436 2 3 1 0
1173456818 3433373317 2 23 0 0
1705569489 2756232453 6 10 3252693460 0
563133390 372364134 8 28 934411246 0
393046075 1655111696 10 25 2048157771 0
47154834 3533792021 9 3 42009104 0
3391863910 1193916378 0 26 17 0
1924230043 173327386 12 29 1073741824 0
263717207 344458992 1 0 344458992 0
2758722915 1914807185 9 12 539001089 0
3595130050 1404646615 7 10 671517480 0
3635143895 115864937 1 20 110 0
1197761604 3962211850 7 22 277942705 0
1017608232 3649849172 1 10 4294337297 0
2663996565 3485608353 11 1 1854637622 1
741330692 230735732 4 0 1 0
1096342811 3792877416 4 0 1 0
3913003182 4134793368 4 26 1 0
3114634496 330405231 7 6 1145725584 0
2474130781 489623837 0 14 29884 0
1734494073 1599344169 9 14 1195378217 0
386541963 2019633251 1 13 246537 0
2196484647 3638700902 0 12 888354 0
3116805903 1440364029 2 28 1 0
2273583462 1740904163 14 2 532679299 1
3688341980 1943868361 2 5 1 0
1365082575 1522292425 13 11 3803596800 0
3230794558 335674543 13 30 3221225472 0
471339877 1623550474 10 12 2094890351 0
2253300242 2246457388 11 29 204790334 1
3051182067 2961392703 0 28 11 0
1251798837 2071393845 7 21 2214658250 0
3915495864 4240793738 9 26 3896582280 0
1096807079 810830859 6 11 1896595116 0
3600280332 1900744475 2 28 1 0
4072096018 1553950434 10 29 1331079156 0
2511015293 1852340894 1 6 28942826 0
3555082594 3061142695 15 25 493939899 0
1900651720 424329571 7 27 2259950100 0
3550108203 2108998782 1 21 1005 0
891648241 2578642005 13 16 4099211264 0
574713818 1872350222 0 15 57139 0
2452387999 3680102565 15 21 -1227714566 0
634176716 4017428396 2 21 0 0
3900270178 579273057 12 29 536870912 0
141475767 2428598393 15 22 2007844670 0
3457720245 1861956654 1 24 110 0
1643453033 2402192723 9 20 19138625 0
1564600188 4142473852 2 19 0 0
3056542298 827939153 0 5 25873098 0
1411711112 3847641540 11 30 964385356 0
4186889356 4111150675 9 25 4043967488 0
2521228115 3858177828 4 19 1 0
1327730835 3446030271 6 14 2185604908 0
3258876318 782159572 3 27 0 0
801318243 1470311112 0 7 11486805 0
840945944 688891617 14 16 152054327 0
3445687209 667765797 14 5 -1517045884 0
3130446468 1679964477 13 16 960299008 0
3474586730 2738336824 12 24 939524096 0
314578174 1581144125 10 5 1895722299 0
3909226960 2978902193 0 30 2 0
1857005512 2749313732 1 12 4294589939 0
168296081 3310066596 0 30 3 0
3279951952 1874146182 10 1 859130838 0
789599428 1353028316 4 8 1 0
2224129914 3943684346 15 13 -1719554432 0
3671560018 2926618313 15 7 744941705 0
2916029412 2881600983 8 8 2949627895 0
4015704600 2896243818 14 11 1119460782 0
995537401 2091141688 15 4 -1095604287 0
3028284675 3322651442 5 14 0 0
3249704119 2616019886 12 20 3135242240 0
4133611408 1932472852 13 9 1583622144 0
4139790660 4002343555 5 2 0 0
220968740 115259491 9 15 67809312 0
2491904934 2785586805 9 23 2214601252 0
3870659286 2796532337 12 29 536870912 0
1855342622 555064786 9 5 538183698 0
3059798279 2691359011 5 2 0 0
3439928998 419018537 9 4 134817312 0
2055032196 2830468787 10 27 590533687 0
1585236715 3855831726 12 10 1296742400 0
728464288 2536667505 1 31 4294967295 0
851356113 3864312376 12 20 2743074816 0
1403765610 93856629 15 29 1309908981 0
2023367080 4204671851 7 14 90295316 0
769793322 2369278308 15 4 -1599484986 1
1750009075 1668300176 2 3 0 0
2642801157 2226004008 3 17 0 0
3767466920 1885880162 7 15 252772373 0
1996963441 2277814872 10 11 -20188983 0
3858788183 3552951969 11 30 -1178194440 0
1435933937 452057997 6 8 1332168572 0
3874021024 92244728 11 10 -328701544 0
1621157335 953309163 3 8 1 0
4097840272 1196730082 3 11 0 0
2319736876 3001421795 9 17 2185494560 0
305950166 1712705041 10 18 2018655207 0
399384395 2120599518 10 4 -1774983383 1
40082822 2409046702 7 11 1879588945 0
2760554721 3939403736 3 31 0 0
130503754 1026191227 7 6 3222306948 0
1954064714 1284624943 3 24 1 0
37141541 83539007 4 2 1 0
1520918647 2239843287 3 18 1 0
1875425985 1530721995 6 7 888425482 0
211369000 1095654062 3 2 1 0
391272265 2423828544 10 12 -1479866487 0
1035448140 609081370 12 0 609081370 0
3681700798 2614952462 4 9 1 0
2099808600 2225489336 2 17 0 0
971558712 3554881734 9 26 299892736 0
3273236262 2822055016 14 23 451181246 0
1980975322 3551807758 1 27 4294967290 0
3939928313 934855953 1 13 114118 0
3073630675 101876780 2 11 1 0
1861004954 1141309060 0 6 17832954 0
1688144430 2547349531 13 2 1599463532 0
2720147032 930600186 10 31 -644220078 0
1408498461 268182619 3 17 1 0
4292724704 1599508620 14 9 -1601751212 0
545619507 3236090571 13 11 378951680 0
101500669 4217240112 6 21 4249959629 0
475922416 1479115092 8 1 1551761396 0
3797080982 1579103843 4 25 1 0
1584856153 2496419603 5 1 0 0
1893836937 3229688482 5 5 0 0
532687253 3202403809 7 10 1075778058 0
3680341718 1058577411 8 25 4284325591 0
2970507375 2648231048 7 30 1109467920 0
1216626353 3225302463 12 16 901709824 0
2943253852 1230198514 2 22 1 0
2623662301 3956313178 8 6 4294044895 0
830791623 3022714332 8 10 3048144863 0
1487178451 2948056279 10 5 140267434 0
668811578 3585348844 5 24 0 0
2684026125 349060894 6 7 2335490579 0
3457931495 3830541864 1 9 4294060215 0
4083613336 368413676 14 1 -579767636 0
3243326972 2737649035 7 16 478331392 0
3569674338 1397648422 9 5 1346660386 0
1964125989 2005736712 11 9 -325104595 1
4003697003 4268477949 13 10 2939679744 0
3845814717 4128499149 13 19 778567680 0
2502878480 1499525956 8 0 3715037012 0
149747060 195690614 9 31 145227892 0
1751190503 583241465 12 8 3280926976 0
3204681020 2689211891 8 31 3209403903 0
618081556 3929972522 11 27 253086782 0
1092986901 3041253464 9 0 17139728 0
1725678863 534546529 11 30 -2034741904 1
1658678333 821965910 12 29 3221225472 0
716790203 2665205988 2 15 0 0
406427894 3934651902 3 14 1 0
3305393652 1386026765 3 15 0 0
3179845493 956152124 5 11 0 0
3539388960 2114561910 12 30 2147483648 0
1260005679 2450967374 10 23 -583994243 0
2246395892 958560479 8 19 3186065407 0
3572736354 3484318978 3 2 0 0
2392289338 553042652 9 2 9846808 0
2923009585 1833485762 3 17 0 0
1960332028 1889542857 9 8 1887437512 0
2313275557 1716182045 8 21 4025212093 0
3243646919 1943239771 7 4 203980832 0
1008383770 2592475956 13 16 187957248 0
220916187 1061014409 4 25 1 0
2585483415 2282646335 7 0 1709212736 0
4244618003 1140587439 14 16 -1190936732 0
1758853233 4072612623 14 14 1981207906 0
2323054716 2601488966 7 16 1686138241 0
941815809 4267193699 11 2 914042212 0
412099598 3006457623 14 26 1700609271 0
3214821475 2787332623 0 26 41 0
1452267238 1233666122 8 10 1603262190 0
2373279437 1248356043 14 28 1124923394 1
3834689917 2583683474 4 30 1 0
2346778254 2801479353 7 1 1342439744 0
2674917603 2380821100 5 22 0 0
3203508306 2821835379 12 16 3396534272 0
3532155363 463909612 4 20 1 0
1779958481 3501283419 9 21 1074790481 0
3355975804 151660038 8 3 3372885630 0
3199183092 1395812589 5 18 0 0
1041973628 1338155692 6 9 1910105040 0
966659181 3371464856 2 4 0 0
1233019036 2234408174 7 9 847348481 0
220390885 3672604251 9 12 136471617 0
699645452 1206554024 5 19 0 0
719668723 1522666126 4 29 1 0
4292087425 851501823 10 26 848621952 0
202197234 923797659 1 26 13 0
1708706026 1488528898 5 18 0 0
986135364 789495949 2 16 0 0
2934273484 2050902067 13 5 1204356704 0
1881080451 3551141606 10 11 1137254761 0
25058210 3386659863 10 6 -883249223 0
3440594177 239971622 6 20 3277774887 0
4004922487 486542737 7 29 4829704 0
3549573731 2257175936 14 14 1292397795 0
3404112349 913435793 9 23 39886993 0
959761872 3135335463 3 13 1 0
2510509240 1077003967 6 25 3583152647 0
1247526901 2940736338 5 22 0 0
3702507913 6506179 3 24 0 0
4257119115 4170283151 0 5 130321348 0
3552835960 4133901877 7 20 135790722 0
1069229844 1097566470 8 5 2147200790 0
1714015065 997956638 3 23 1 0
3438219097 3601196803 6 28 441116762 0
3528067348 4204683957 12 3 3572700584 0
1522592715 2943081924 12 4 4139637824 0
2457748727 3297874754 14 10 -840126027 0
3188883299 3829156090 6 26 1512978329 0
1671295327 2343810092 3 23 1 0
4107469050 492532155 10 7 305033909 0
3649528417 2356748197 11 0 1711309318 1
2672859557 3034429947 10 26 1412322208 1
4138065547 2062701434 2 25 1 0
2149626396 419191055 6 15 2564614931 0
387260016 4097232872 5 1 0 0
3798421539 4274030102 9 3 3795845122 0
3357473073 137290838 12 18 2438463488 0
2662089150 2298526392 8 9 2678913982 0
1914078872 723733797 14 5 1190345075 0
842693726 1780406925 8 31 2050948831 0
2075734367 3590755543 11 24 1371522614 0
3429470524 3773462330 10 7 -1387001738 0
683104062 1884612196 15 13 -1201508134 0
3016083386 1524948889 13 11 654100480 0
4182030709 3347916223 1 11 4294504868 0
2764662049 3055322347 8 25 3067995627 0
1726076036 2583701940 11 15 14810680 0
4231559144 1222406883 13 24 3808428032 0
4009746733 3536942113 9 18 3268501537 0
2078929575 4256494377 15 1 2117402494 0
3812371327 1841438767 7 27 268555392 0
1698085228 77712651 6 24 1637315687 0
1728087008 3789317723 2 15 0 0
3871260724 905192820 8 13 4160677236 0
2805314924 2583657764 9 22 2167747876 0
155108597 696964616 5 7 0 0
2435866492 3014889847 13 7 3653811072 0
3204498570 4096439241 0 11 2000214 0
2247613591 2703254578 3 12 0 0
4131731766 3202543611 9 8 3057658162 0
130009356 2406857045 8 21 2415917405 0
2232163876 3955791431 5 13 0 0
3822676536 264436337 7 11 270796166 0
986559116 3853187406 6 22 3748088770 0
1335402887 787430740 13 4 4008957248 0
2800306525 1916853569 13 22 1346371584 0
1182968776 106675122 4 8 1 0
3779855792 3736145590 6 7 1073548038 0
3246626431 3742565154 15 13 -495938723 0
3364101596 2311379507 14 3 1052722089 0
4202899902 1584951024 14 11 -1677018418 0
217525025 3644269603 7 16 571003100 0
1398670148 2917504255 0 14 178070 0
989127374 2244289149 8 27 3220562687 0
2590536648 4115793618 14 20 -1525256970 0
1925983082 1189640964 5 3 0 0
2206817911 3313705895 15 31 -1106887984 0
464054176 2379176226 3 18 1 0
1936526659 3404850845 7 16 67244064 0
3459185214 2363113359 6 12 1123337649 0
3746222960 2651248795 12 26 1811939328 0
943524043 2151289167 11 28 -1200154086 0
4116870452 2079216305 10 13 1901119461 0
1940786677 1574417861 12 27 671088640 0
253812427 2591454480 9 15 169890816 0
2176665906 2497827999 11 27 379526609 1
1834782321 3629534222 1 28 4294967293 0
3228503710 577268130 9 6 6817922 0
4045076624 2865028790 4 1 1 0
3560768027 1981121873 5 27 0 0
2313898662 997804738 10 30 -983263896 0
3120850068 3968046994 13 0 3968046994 0
3769151350 2640525979 4 29 1 0
1264020135 3950226460 1 7 4292274008 0
3978403595 588202301 14 26 -904766002 0
2495776388 3271786154 2 21 1 0
2797180204 141652380 12 29 2147483648 0
240314286 1601436731 6 21 1361124245 0
2271704699 3087042934 14 15 -815338235 0
912272095 2555606130 3 13 1 0
3017301575 3446194064 12 11 1174175744 0
1909294076 434149393 7 11 2249352194 0
246274064 1400899690 2 25 0 0
3419563051 1660365526 7 20 336105728 0
1483085977 3122684163 14 28 -1639598186 1
2234200415 2739937896 4 22 1 0
316090862 124090419 0 6 1938912 0
3328719122 1415047028 12 8 1474786304 0
3361029438 4211665632 4 28 1 0
652172402 3674640971 12 16 2454388736 0
3370924808 115498466 6 22 3457050346 0
978439546 921271064 15 28 57168482 0
3562940814 2671627138 8 29 3749702542 0
2451064185 2578017243 1 23 4294967091 0
1228439114 3012282683 1 21 4294966684 0
3419901832 211338799 12 16 3324968960 0
1916481449 2574085613 13 27 1744830464 0
1198464170 3173831883 2 8 0 0
3881209586 2588621608 14 23 1292587978 0
3209186455 900943443 8 12 3220917975 0
2961971973 161380270 8 3 3114172335 0
530432053 515707945 0 15 15738 0
625914594 1250102554 7 20 2419081221 0
315086074 1566977546 9 11 273024010 0
3104844610 2733910504 8 24 3153341418 0
2115866656 1763704995 9 9 1744830496 0
3823051215 3657060267 7 13 67145744 0
1212061965 72459214 12 27 1879048192 0
156446385 4016046429 9 0 155189265 0
4179061694 3916756276 4 14 1 0
1327787509 1976869919 12 13 2491670528 0
3933183772 758814231 0 14 46314 0
1426435462 3733828360 10 2 865296526 0
2145975155 3266914361 15 16 -1120939206 1
2504537053 424148936 10 9 -1366281307 0
125981442 1724033108 13 24 1409286144 0
137751831 2478124794 7 26 1682575360 0
1460229647 796181928 2 6 0 0
1056860767 974631484 1 14 59486 0
4027291544 1320904721 1 13 161243 0
231832262 3335419183 1 15 4294938012 0
2926927914 3677485767 6 7 1967430381 0
489755279 671960175 5 6 0 0
2653648091 211741983 7 11 1631584800 0
297550915 1272390376 13 17 1171259392 0
3388262418 2419292619 9 6 2150647810 0
1021638674 3544744847 9 28 272662530 0
450207978 974999278 8 16 987623150 0
2998745183 1317492534 14 11 1681252649 1
2794007767 1755609205 6 20 3459077282 0
1401826344 4027763770 9 22 1342311464 0
504939907 1018556149 14 11 -513616242 0
84888587 1118262728 10 5 1203151315 0
4167719882 949159370 8 11 4177223626 0
2007510762 3599556892 13 31 0 0
1246337526 1940706935 13 1 3881413870 0
2397098757 3475438049 3 19 0 0
1147589739 1298991474 12 16 158466048 0
3858496958 993191411 3 31 0 0
1747322140 1525827943 10 6 -1021817213 1
1097052573 2880094426 12 1 1465221556 0
4100640951 2142548389 11 11 1948222044 0
1074105259 2505154460 8 11 3579158463 0
294558951 17254381 14 27 277304570 0
2540831914 3765303330 9 17 2153775138 0
2731097567 979124410 7 14 1159889408 0
2154789608 1647267729 12 10 3174974464 0
3418600624 3228166887 1 26 4294967280 0
2580583607 904733688 7 5 1107445760 0
2215196638 654516857 0 19 1248 0
3954763417 1118670512 4 7 1 0
1192330715 420290154 9 17 16843850 0
3939768357 1474219045 0 3 184277380 0
4184120550 2546630001 3 30 0 0
477535865 3916441108 0 19 7470 0
1702604657 773876494 1 5 24183640 0
1337776463 3572687626 1 18 4294964540 0
394586502 3130582261 1 12 4294683022 0
1267791874 3719934631 3 30 1 0
453381607 568651816 13 0 568651816 0
1214305419 3751458762 15 16 1757813953 0
2828953 3723372638 8 17 3723438815 0
2365714712 848058200 0 0 848058200 0
181477083 3214116591 3 3 1 0
562529426 1283372361 0 30 1 0
3437985472 2640564784 0 10 2578676 0
589714749 355166505 6 4 906837012 0
1739283430 582727528 9 5 581636960 0
2470394812 2784288873 9 1 2167676968 0
921037450 248723197 14 14 672314253 0
4248520683 4035718652 7 25 37785600 0
2984457723 2807166639 12 11 2411034624 0
149364986 186549740 4 7 1 0
3442166049 725301812 5 12 0 0
357839254 3523734991 3 21 1 0
1575537478 2389854207 1 16 4294938226 0
2253741825 2553968314 1 12 4294542247 0
3508606804 1846102791 8 4 4280901463 0
531259344 3216075103 6 4 2686137999 0
2739749423 1093250703 12 7 2497136512 0
3848095809 2202850158 6 14 1712429871 0
2338703931 1765185701 7 31 344466752 0
3266048702 1921662655 13 28 4026531840 0
1644407479 1107992188 1 3 138499023 0
3151961821 3445798495 7 11 16672 0
3606696770 2834384682 9 11 2163294978 0
3557157499 3602705437 10 30 -1430071656 0
556283557 2057068993 0 23 245 0
189318428 2040772438 8 8 2079061854 0
3151530650 722184665 12 18 2808348672 0
1631395717 1861106618 11 13 -802464961 1
1713663690 2877098665 14 1 -1163434975 1
673484753 1712353108 15 16 -1038868355 0
1348885721 2224151036 7 30 721953282 0
1060960786 437589053 6 17 623504943 0
1756078580 3810757529 10 2 1271868813 0
616918759 2853014080 9 27 537201216 0
357151864 2285145814 8 17 2642263806 0
130519865 3057750354 3 28 1 0
3006660375 2608421078 10 6 1320114157 1
2920168401 633540935 6 22 2345478806 0
3653638057 2418826530 15 31 1234811527 0
3873088393 1540601308 3 10 0 0
1538149557 3623779521 2 30 0 0
1099349030 83020443 7 30 3121152320 0
2004705277 566260495 8 16 2013102079 0
1852069143 1139673340 3 10 1 0
1727993619 3383152526 6 14 2941900957 0
3677570543 1746642030 4 21 1 0
1604508661 1891081055 4 27 1 0
940572554 3971328146 1 9 4294335188 0
1861536355 3727697922 8 9 4277463651 0
302578855 2532118292 12 1 769269288 0
2920063380 1694233198 13 10 4022974464 0
3686809331 1981091823 0 22 472 0
2608505099 1816299992 4 13 1 0
697179254 1558653496 3 12 1 0
3313503461 2741421184 12 7 3009560576 0
1808479090 3455057368 11 17 968569162 0
2515764191 3793164333 3 4 0 0
3129358949 1966190241 13 8 833528064 0
1086902846 3177987384 12 12 3285417984 0
3256420714 689048646 8 24 3944418670 0
295485905 928125706 6 17 651088603 0
3165702953 298675190 0 16 4557 0
3337159108 2044324637 9 28 1086914820 0
